Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-04-06,8.909660666499155,8.995330810546875,7.213398677247045,8.995330810546875,15,0.0,0.0
2004-04-07,7.299068821294766,8.995330810546875,7.299068821294766,8.995330810546875,250,0.0,0.0
2004-04-08,8.995330810546875,8.995330810546875,8.995330810546875,8.995330810546875,0,0.0,0.0
2004-04-09,8.995330810546875,8.995330810546875,8.995330810546875,8.995330810546875,0,0.0,0.0
2004-04-12,8.995330810546875,8.995330810546875,8.995330810546875,8.995330810546875,0,0.0,0.0
2004-04-13,8.995330810546875,8.995330810546875,8.995330810546875,8.995330810546875,0,0.0,0.0
2004-04-14,8.995330810546875,8.995330810546875,8.995330810546875,8.995330810546875,0,0.0,0.0
2004-04-15,7.710282266296789,8.86682493304567,7.710282266296789,8.823989868164062,1100,0.0,0.0
2004-04-16,8.823989868164062,8.823989868164062,8.823989868164062,8.823989868164062,0,0.0,0.0
2004-04-19,7.710282802581787,7.710282802581787,7.710282802581787,7.710282802581787,50,0.0,0.0
2004-04-20,7.710282802581787,7.710282802581787,7.710282802581787,7.710282802581787,0,0.0,0.0
2004-04-21,8.224300384521484,8.224300384521484,8.224300384521484,8.224300384521484,250,0.0,0.0
2004-04-22,8.395642280578613,8.395642280578613,8.395642280578613,8.395642280578613,440,0.0,0.0
2004-04-23,8.395642280578613,8.395642280578613,8.395642280578613,8.395642280578613,0,0.0,0.0
2004-04-26,8.395642280578613,8.395642280578613,8.395642280578613,8.395642280578613,0,0.0,0.0
2004-04-27,8.395642280578613,8.395642280578613,8.395642280578613,8.395642280578613,0,0.0,0.0
2004-04-28,8.395642280578613,8.395642280578613,8.395642280578613,8.395642280578613,0,0.0,0.0
2004-04-29,8.395642280578613,8.395642280578613,8.395642280578613,8.395642280578613,0,0.0,0.0
2004-04-30,9.757790885515131,9.757790885515131,7.804518782923822,9.749223709106445,1500,0.0,0.0
2004-05-03,8.566980361938477,8.566980361938477,8.566980361938477,8.566980361938477,100,0.0,0.0
2004-05-04,10.228975060638437,10.228975060638437,8.652651226573658,9.475081443786621,1020,0.0,0.0
2004-05-05,9.47507938431307,9.766355991734809,7.967290844315662,8.224300384521484,2505,0.0,0.0
2004-05-06,8.56697881086826,9.23520292935297,8.524143753411765,8.65264892578125,4300,0.0,0.0
2004-05-07,8.65264892578125,8.65264892578125,8.65264892578125,8.65264892578125,0,0.0,0.0
2004-05-10,7.16199525557973,8.892525672912598,7.16199525557973,8.892525672912598,2000,0.0,0.0
2004-05-11,8.892525672912598,8.892525672912598,8.892525672912598,8.892525672912598,0,0.0,0.0
2004-05-12,7.2819342613220215,7.2819342613220215,7.2819342613220215,7.2819342613220215,5,0.0,0.0
2004-05-13,7.367602406995858,8.721185049391114,7.367602406995858,8.712617874145508,75,0.0,0.0
2004-05-14,7.547510147094727,7.547510147094727,7.547510147094727,7.547510147094727,500,0.0,0.0
