Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-04,18.653928498463074,19.95564792024318,18.516051573770877,19.95159339904785,2877000,0.0,0.0
1999-01-05,19.789377099490434,21.005937186101765,19.221649987233498,20.361160278320312,2263500,0.0,0.0
1999-01-06,20.76263040120012,20.997831265801963,19.566345740819703,19.627174377441406,1007000,0.0,0.0
1999-01-07,19.546071890731692,19.870487707175805,19.22571059520835,19.347366333007812,661500,0.0,0.0
1999-01-08,19.61906765218117,20.89645535031038,19.55418448224702,20.51932144165039,1642000,0.0,0.0
1999-01-11,21.492572373034907,21.492572373034907,20.296287374959732,20.68153190612793,1482500,0.0,0.0
1999-01-12,20.21112557142029,20.762633256590238,19.8339916851478,20.113800048828125,1251500,0.0,0.0
1999-01-13,21.087042172749836,21.289802193641663,19.241926292021464,19.464962005615234,1290000,0.0,0.0
1999-01-14,19.375748134283114,19.76099250390138,18.81613156058377,19.144601821899414,442000,0.0,0.0
1999-01-15,19.586623256170267,19.870487675203353,18.816135886722318,18.889129638671875,618500,0.0,0.0
1999-01-18,19.095941920998364,19.19732194785715,18.491716280267966,18.6539249420166,282500,0.0,0.0
1999-01-19,17.84288945652642,17.84288945652642,17.1616153717041,17.1616153717041,590000,0.0,0.0
1999-01-20,17.1616153717041,17.1616153717041,17.1616153717041,17.1616153717041,0,0.0,0.0
1999-01-21,15.977488508506214,16.788528502908843,15.916659890151607,16.626319885253906,671000,0.0,0.0
1999-01-22,16.991294108912015,17.11294983883357,16.074817746500813,16.285688400268555,369500,0.0,0.0
1999-01-25,16.01805009205572,16.22081021980326,15.340832007908698,15.531425476074219,454000,0.0,0.0
1999-01-26,15.531425476074219,15.531425476074219,15.531425476074219,15.531425476074219,0,0.0,0.0
1999-01-27,15.815284962771692,16.703373484553264,15.815284962771692,16.46006202697754,348000,0.0,0.0
1999-01-28,16.28568795026052,16.45195113751096,15.531420279877755,15.592248916625977,212000,0.0,0.0
1999-01-29,15.612524952112157,15.653076346200177,15.093459682490195,15.535476684570312,241000,0.0,0.0
1999-02-01,15.008299864713349,15.409765488351445,14.760933876037598,14.760933876037598,164500,0.0,0.0
1999-02-02,14.850154057192205,14.850154057192205,14.11616324964863,14.193211555480957,332500,0.0,0.0
1999-02-03,14.598722001411717,14.760930642424123,14.11615369215099,14.444623947143555,291500,0.0,0.0
1999-02-04,14.6392776725332,15.044797846807658,14.598726273880436,15.036688804626465,557000,0.0,0.0
1999-02-05,15.288110787544902,15.734182357788086,14.971804001597107,15.734182357788086,641000,0.0,0.0
1999-02-08,15.734182728860253,15.734182728860253,15.004246711730957,15.004246711730957,266500,0.0,0.0
1999-02-09,14.679827595392807,15.125899076469251,14.679827595392807,14.931249618530273,340000,0.0,0.0
1999-02-10,15.247554297663987,15.896387349929553,15.239445257416662,15.774731636047363,394500,0.0,0.0
1999-02-11,15.896393294444303,16.22080916842543,15.243505477905273,15.243505477905273,383500,0.0,0.0
1999-02-12,15.288116101830179,15.44221425383542,14.679835632634845,14.923147201538086,294000,0.0,0.0
1999-02-15,14.651445819788625,15.490872542154847,14.651445819788625,14.959640502929688,313500,0.0,0.0
1999-02-16,14.92313908032623,16.159975051879883,14.614944490973288,16.159975051879883,503500,0.0,0.0
1999-02-17,17.26704957880766,17.453588485717773,16.796644696611704,17.453588485717773,699000,0.0,0.0
1999-02-18,18.613377728297905,18.613377728297905,17.194057033671953,17.27515983581543,726000,0.0,0.0
1999-02-19,17.27515854673382,17.834776811998196,16.666878294427182,16.950742721557617,440000,0.0,0.0
1999-02-22,17.10889588407013,17.518472133274276,16.4357324453075,16.48439598083496,414000,0.0,0.0
1999-02-23,16.42761873526469,16.545219936710026,15.823394646483283,16.301908493041992,493000,0.0,0.0
1999-02-24,16.326234406673084,16.626319885253906,16.32217988735292,16.626319885253906,140500,0.0,0.0
1999-02-25,16.776365918649766,16.776365918649766,15.896388053894041,15.896388053894043,155500,0.0,0.0
1999-02-26,15.904506545564832,16.01805173372068,15.417881879709935,15.653082847595215,327000,0.0,0.0
1999-03-01,16.869635657408743,16.869635657408743,15.896388338867718,16.383012771606445,350000,0.0,0.0
1999-03-02,16.383012771606445,16.383012771606445,16.383012771606445,16.383012771606445,0,0.0,0.0
1999-03-03,17.275163718999554,17.275163718999554,16.383020319387207,16.618221282958984,486000,0.0,0.0
1999-03-04,16.626320527333224,16.626320527333224,16.05859189055229,16.443836212158203,187500,0.0,0.0
1999-03-05,16.606049920745424,17.761781692504883,16.48033812136912,17.761781692504883,513500,0.0,0.0
1999-03-08,19.185157775878906,19.185157775878906,19.185157775878906,19.185157775878906,66500,0.0,0.0
1999-03-09,20.722082138061523,20.722082138061523,18.735034034746178,20.722082138061523,1848000,0.0,0.0
1999-03-10,22.303607021337907,22.38065528869629,20.27600638303446,22.38065528869629,2099500,0.0,0.0
1999-03-11,22.709129269567615,24.08789845113746,21.99135839095067,22.790233612060547,1824000,0.0,0.0
1999-03-12,23.114646286799992,23.601270728540964,22.392820985495025,23.520166397094727,2039500,0.0,0.0
1999-03-15,22.992991740816997,25.12602694957092,22.992991740816997,24.006792068481445,2641000,0.0,0.0
1999-03-16,23.925695862088887,24.250111767780645,22.709135055541996,22.709135055541992,1733500,0.0,0.0
1999-03-17,24.33120603407264,24.52585549671285,23.126810840366392,23.844581604003906,2621500,0.0,0.0
1999-03-18,23.925686439804995,25.754581451416016,23.601270661872896,25.754581451416016,2827000,0.0,0.0
1999-03-19,26.358809881637296,26.358809881637296,23.92568896948616,24.41231346130371,2074500,0.0,0.0
1999-03-22,25.11791500123967,25.547766873791055,24.436641094183656,24.898935317993164,1922000,0.0,0.0
1999-03-23,25.040870855191454,25.450445552089803,23.93380096091013,24.047346115112305,1551000,0.0,0.0
1999-03-24,25.053040354109957,25.174697665708404,23.12276465985355,23.978412628173828,858500,0.0,0.0
1999-03-25,23.925688327483915,24.100062111930672,23.114648045196322,23.682376861572266,446500,0.0,0.0
1999-03-26,23.203862366593988,23.722927638711926,22.222502846192413,22.871335983276367,538000,0.0,0.0
1999-03-29,22.871335983276367,22.871335983276367,22.871335983276367,22.871335983276367,0,0.0,0.0
1999-03-30,23.114651386615897,23.114651386615897,21.04244291830588,21.245203018188477,1238000,0.0,0.0
1999-03-31,21.675049156898712,22.701014491330966,21.541226784440738,21.865642547607422,1857500,0.0,0.0
1999-04-01,22.222508909224416,22.222508909224416,21.41146842679333,21.492572784423828,829000,0.0,0.0
1999-04-02,21.492572784423828,21.492572784423828,21.492572784423828,21.492572784423828,0,0.0,0.0
1999-04-05,21.091104272615052,21.31819613452727,19.789384841918945,19.789384841918945,538000,0.0,0.0
1999-04-06,18.67420337258122,19.951592516832566,18.67420337258122,19.489299774169922,748000,0.0,0.0
1999-04-07,19.9515933315495,21.050552657237112,19.716390882661045,20.032697677612305,998000,0.0,0.0
1999-04-08,20.27600570683226,20.43821437126151,19.059445364422327,19.21759796142578,517000,0.0,0.0
1999-04-09,19.059445049451742,19.067555637232818,18.21596248345715,18.6539249420166,476500,0.0,0.0
1999-04-12,18.499831929817447,19.464970482728386,18.37817617368777,18.743144989013672,499000,0.0,0.0
1999-04-13,18.58498862259163,18.6539263033571,17.761781692504883,17.761781692504883,513000,0.0,0.0
1999-04-14,17.761781692504883,17.761781692504883,17.761781692504883,17.761781692504883,0,0.0,0.0
1999-04-15,17.437369343066525,18.240299187649722,16.342464447021484,16.342464447021484,1196500,0.0,0.0
1999-04-16,16.05859788261801,17.652292251586914,15.409766238710143,17.652292251586914,4075500,0.0,0.0
1999-04-19,15.166459021136028,16.042382760036624,15.008304813235046,15.612530708312988,679000,0.0,0.0
1999-04-20,15.851782040956499,16.139700963760447,15.166453573943611,15.450316429138184,806000,0.0,0.0
1999-04-21,15.653085079157899,16.22081419474907,15.653085079157899,15.94100570678711,505500,0.0,0.0
1999-04-22,15.977496761402366,17.218387603759766,15.977496761402366,17.218387603759766,1791500,0.0,0.0
1999-04-23,17.112949480087078,17.996983470953978,16.545220689772673,17.55902099609375,1735000,0.0,0.0
1999-04-26,16.184313693554746,18.32951626392353,16.184313693554746,17.267053604125977,2496500,0.0,0.0
1999-04-27,17.267053604125977,17.267053604125977,17.267053604125977,17.267053604125977,0,0.0,0.0
