Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-08-28,91.82842597330918,100.28862644685782,88.47959661919617,97.68852233886719,60664652,0.0,0.0
2006-08-29,97.82107161009569,99.38973814259948,94.39257059347206,95.05387878417969,15716452,0.0,0.0
2006-08-30,94.64850834567096,95.68841246111613,91.91656816064695,93.07984161376953,8139932,0.0,0.0
2006-08-31,92.53343566559411,95.88226476587276,90.77089403386852,94.90441131591797,6683960,0.0,0.0
2006-09-01,95.00101479695387,96.76355681545023,94.31361910665919,95.50299072265625,4704780,0.0,0.0
2006-09-04,95.52975703845667,96.76353618839984,79.80788343335507,95.87380981445312,2999152,0.0,0.0
2006-09-05,95.88226653225018,97.99731652928511,94.9128686169425,97.41567993164062,3824532,0.0,0.0
2006-09-06,97.76820041493289,99.1429809323207,94.8247533183796,95.39722442626953,3830444,0.0,0.0
2006-09-07,96.0585218592311,96.0585218592311,93.41470933099538,94.70136260986328,1404644,0.0,0.0
2006-09-08,94.96574360096412,96.04090048077065,93.68754587838254,94.26072692871094,1078636,0.0,0.0
2006-09-11,95.16879997175214,96.05852640940627,93.81093064981637,94.46378326416016,1681864,0.0,0.0
2006-09-12,94.46378115059473,96.38424593061323,94.11972835766086,94.79795837402344,2056784,0.0,0.0
2006-09-13,95.35348803528319,96.7635211300748,95.35348803528319,96.00563049316406,1607788,0.0,0.0
2006-09-14,96.09376330047242,98.26168716164689,96.07613143111524,96.91299438476562,2138440,0.0,0.0
2006-09-15,96.96658462524185,97.64481466136279,95.00100199002625,95.21250915527344,839132,0.0,0.0
2006-09-18,95.88228624628316,99.05486189413811,95.88228624628316,96.32292175292969,897504,0.0,0.0
2006-09-19,96.59574699237488,109.95582255305358,96.32291016680493,102.97615051269531,19172256,0.0,0.0
2006-09-20,102.19217174683223,108.20244575911867,101.03735401144722,106.6422348022461,9057312,0.0,0.0
2006-09-21,101.69867390927396,110.51138395340514,101.69867390927396,107.33035278320312,7104400,0.0,0.0
2006-09-22,110.15887281387441,110.15887281387441,104.56244707074961,105.95555877685547,2906004,0.0,0.0
2006-09-25,104.91493727319325,107.81467545860696,103.9984134587518,104.61530303955078,2542148,0.0,0.0
2006-09-26,105.71724648213608,110.33510777706118,104.69497447216348,108.85456848144531,6943500,0.0,0.0
2006-09-27,109.18944767847441,111.3573716067492,108.62543223787696,109.18099212646484,4061248,0.0,0.0
2006-09-28,110.10598395778653,110.10598395778653,107.18932379437929,108.04380798339844,1210420,0.0,0.0
2006-09-29,108.39632927685778,111.04014218604945,107.51505830712723,108.99559783935547,2381504,0.0,0.0
2006-10-03,109.1013308821718,112.07086508769846,108.39631420441947,109.17183685302734,3202624,0.0,0.0
2006-10-04,109.55957663990878,109.9825909080195,107.51503277867292,108.16717529296875,1202696,0.0,0.0
